PARGROUP,PRNAM,CAS,DTYPE,PARAM,MUNIT,MATRX,BASIS,METPT,METOA,Note,AphiaID,Species,P01_Code,P01,P01_label,S06_label,S07_label,S27_label,S02_label,S26_label,S25_label,TAXON,S09_label,S10_label,S11_label,S12_label,S13_label,S14_label,S15_label,S06,S07,S27,S02,S26,S25,S09,S10,S11,S12,S13,S14,S15
-9,"2,2',5,5'-tetrachlorobiphenyl (CB52)",35693-99-3,CS,CB52,ug/kg,SED2000,W,-9,-9,-9,-9,-9,-9,IC000037,"Concentration of 2,2',5,5'-tetrachlorobiphenyl {PCB52 CAS 35693-99-3} per unit wet weight of sediment <2000um",Concentration,not specified,"2,2',5,5'-tetrachlorobiphenyl",per unit wet weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS001047,S055,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,cis-chlordane (alpha-chlordane),5103-71-9,CS,CCDAN,ug/kg,SED2000,D,-9,-9,-9,-9,-9,CALCX054,CALCX054,Concentration of alpha-chlordane {cis-chlordane CAS 5103-71-9} per unit dry weight of sediment <2000um,Concentration,not specified,alpha-chlordane,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002300,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,cadmium,7440-43-9,CS,CD,mg/kg,SED2000,D,-9,-9,-9,-9,-9,CONCDS01,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,cadmium,7440-43-9,CS,CD,ug/g,SED2000,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,cadmium,7440-43-9,CS,CD,ug/kg,SED2000,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,cadmium,7440-43-9,CS,CD,ug/kg,SED2000,W,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit wet weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S055,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,organic carbon,-9,CS,CORG,%,SED2000,D,-9,-9,-9,-9,-9,-9,IC000154,Proportion of organic carbon {organic_C CAS 7440-44-0} per unit dry weight of sediment <2000um,Proportion,not specified,organic carbon,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600018,S0700006,CS002857,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,organic carbon,-9,CS,CORG,g/kg,SED2000,D,-9,-9,-9,-9,-9,-9,CORCX070,Concentration of organic carbon {organic_C CAS 7440-44-0} per unit dry weight of sediment <2000um,Concentration,not specified,organic carbon,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002857,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,organic carbon,-9,CS,CORG,ug/kg,SED2000,D,-9,-9,-9,-9,-9,CORCX070,CORCX070,Concentration of organic carbon {organic_C CAS 7440-44-0} per unit dry weight of sediment <2000um,Concentration,not specified,organic carbon,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002857,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,organic carbon,-9,CS,CORG,%,SED2000,W,-9,-9,-9,-9,-9,-9,IC000132,Proportion of organic carbon {organic_C CAS 7440-44-0} per unit wet weight of sediment <2000um,Proportion,not specified,organic carbon,per unit wet weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600018,S0700006,CS002857,S055,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,chromium,7440-47-3,CS,CR,mg/kg,SED2000,D,-9,-9,-9,-9,-9,CRSEDBD1,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,cesium-137,-9,CS,CS137,mBq/g,SED2000,D,-9,-9,-9,-9,-9,-9,,,Activity,not specified,caesium-137,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600043,S0700006,CS002370,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,copper,7440-50-8,CS,CU,mg/kg,SED2000,D,-9,-9,-9,-9,-9,CUSEDBD1,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,copper,7440-50-8,CS,CU,ug/g,SED2000,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,copper,7440-50-8,CS,CU,ug/kg,SED2000,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,copper,7440-50-8,CS,CU,ug/kg,SED2000,W,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit wet weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S055,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,"DDE (o,p')",3424-82-6,CS,DDEOP,ug/kg,SED2000,D,-9,-9,-9,-9,-9,C29CX045,C29CX045,"Concentration of 2,4'-dichlorodiphenyldichloroethylene {o,p'-DDE CAS 3424-82-6} per unit dry weight of sediment <2000um",Concentration,not specified,"2,4'-dichlorodiphenyldichloroethylene",per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS001110,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,"DDE (p,p')",72-55-9,CS,DDEPP,ng/g,SED2000,D,-9,-9,-9,-9,-9,-9,C49CX047,"Concentration of 4,4'-dichlorodiphenyldichloroethylene {p,p'-DDE CAS 72-55-9} per unit dry weight of sediment <2000um",Concentration,not specified,"4,4'-dichlorodiphenyldichloroethylene",per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002251,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,"DDE (p,p')",72-55-9,CS,DDEPP,ug/kg,SED2000,D,-9,-9,-9,-9,-9,C49CX047,C49CX047,"Concentration of 4,4'-dichlorodiphenyldichloroethylene {p,p'-DDE CAS 72-55-9} per unit dry weight of sediment <2000um",Concentration,not specified,"4,4'-dichlorodiphenyldichloroethylene",per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002251,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,"DDE (p,p')",72-55-9,CS,DDEPP,ug/kg,SED2000,W,-9,-9,-9,-9,-9,-9,IC000072,"Concentration of 4,4'-dichlorodiphenyldichloroethylene {p,p'-DDE CAS 72-55-9} per unit wet weight of sediment <2000um",Concentration,not specified,"4,4'-dichlorodiphenyldichloroethylene",per unit wet weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002251,S055,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,"DDT (o,p')",789-02-6,CS,DDTOP,ng/g,SED2000,D,-9,-9,-9,-9,-9,-9,IC000133,"Concentration of 2,4'-dichlorodiphenyltrichloroethane {o,p'-DDT CAS 789-02-6} per unit dry weight of sediment <2000um",Concentration,not specified,"2,4'-dichlorodiphenyltrichloroethane",per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS001117,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,"DDT (o,p')",789-02-6,CS,DDTOP,ug/kg,SED2000,D,-9,-9,-9,-9,-9,-9,IC000133,"Concentration of 2,4'-dichlorodiphenyltrichloroethane {o,p'-DDT CAS 789-02-6} per unit dry weight of sediment <2000um",Concentration,not specified,"2,4'-dichlorodiphenyltrichloroethane",per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS001117,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,"DDT (p,p')",50-29-3,CS,DDTPP,ng/g,SED2000,D,-9,-9,-9,-9,-9,-9,C49CX049,"Concentration of 4,4'-dichlorodiphenyltrichloroethane {p,p'-DDT CAS 50-29-3} per unit dry weight of sediment <2000um",Concentration,not specified,"4,4'-dichlorodiphenyltrichloroethane",per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002258,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,"DDT (p,p')",50-29-3,CS,DDTPP,ug/kg,SED2000,D,-9,-9,-9,-9,-9,C49CX049,C49CX049,"Concentration of 4,4'-dichlorodiphenyltrichloroethane {p,p'-DDT CAS 50-29-3} per unit dry weight of sediment <2000um",Concentration,not specified,"4,4'-dichlorodiphenyltrichloroethane",per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002258,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,"DDT (p,p')",50-29-3,CS,DDTPP,ug/kg,SED2000,W,-9,-9,-9,-9,-9,-9,IC000134,"Concentration of 4,4'-dichlorodiphenyltrichloroethane {p,p'-DDT CAS 50-29-3} per unit wet weight of sediment <2000um",Concentration,not specified,"4,4'-dichlorodiphenyltrichloroethane",per unit wet weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002258,S055,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,dieldrin,60-57-1,CS,DIELD,ug/kg,SED2000,D,-9,-9,-9,-9,-9,CDICX056,CDICX056,Concentration of dieldrin {CAS 60-57-1} per unit dry weight of sediment <2000um,Concentration,not specified,dieldrin,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002468,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,fluoranthene,206-44-0,CS,FLU,ng/g,SED2000,D,-9,-9,-9,-9,-9,-9,FLUSED01,Concentration of fluoranthene {CAS 206-44-0} per unit dry weight of sediment <2000um,Concentration,not specified,fluoranthene,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002069,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,fluoranthene,206-44-0,CS,FLU,ug/kg,SED2000,D,-9,-9,-9,-9,-9,-9,FLUSED01,Concentration of fluoranthene {CAS 206-44-0} per unit dry weight of sediment <2000um,Concentration,not specified,fluoranthene,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002069,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,fluoranthene,206-44-0,CS,FLU,ug/kg,SED2000,W,-9,-9,-9,-9,-9,-9,IC000135,Concentration of fluoranthene {CAS 206-44-0} per unit wet weight of sediment <2000um,Concentration,not specified,fluoranthene,per unit wet weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002069,S055,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,Grain Size Mass Fraction <1000 micron,-9,CS,GSMF1000,%,SED2000,D,-9,-9,-9,-9,-9,PRSCSVXX,,,Proportion,not specified,not applicable,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600018,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,Grain Size Mass Fraction <125 micron,-9,CS,GSMF125,%,SED2000,D,-9,-9,-9,-9,-9,PRPCL337,,,Proportion,not specified,not applicable,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600018,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,Grain Size Mass Fraction <2000 micron,-9,CS,GSMF2000,%,SED2000,D,-9,-9,-9,-9,-9,PRPCL338,,,Proportion,not specified,not applicable,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600018,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,Grain Size Mass Fraction <63 micron (silt/clay),-9,CS,GSMF63,%,SED2000,D,-9,-9,-9,-9,-9,PRPCL334,,,Proportion,not specified,not applicable,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600018,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,hexachlorobenzene,118-74-1,CS,HCB,ng/g,SED2000,D,-9,-9,-9,-9,-9,-9,CHECX040,Concentration of hexachlorobenzene {HCB CAS 118-74-1} per unit dry weight of sediment <2000um,Concentration,not specified,hexachlorobenzene,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002531,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,hexachlorobenzene,118-74-1,CS,HCB,ug/kg,SED2000,D,-9,-9,-9,-9,-9,CHECX040,CHECX040,Concentration of hexachlorobenzene {HCB CAS 118-74-1} per unit dry weight of sediment <2000um,Concentration,not specified,hexachlorobenzene,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002531,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,hexachlorobenzene,118-74-1,CS,HCB,ug/kg,SED2000,W,-9,-9,-9,-9,-9,-9,IC000038,Concentration of hexachlorobenzene {HCB CAS 118-74-1} per unit wet weight of sediment <2000um,Concentration,not specified,hexachlorobenzene,per unit wet weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002531,S055,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,alpha-HCH (alpha-hexachlorocyclohexane),319-84-6,CS,HCHA,ug/kg,SED2000,D,-9,-9,-9,-9,-9,CALCX064,CALCX064,Concentration of alpha-hexachlorocyclohexane {alpha-HCH CAS 319-84-6} per unit dry weight of sediment <2000um,Concentration,not specified,alpha-hexachlorocyclohexane,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002321,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,gamma-HCH (gamma-hexachlorocyclohexane),58-89-9,CS,HCHG,ug/kg,SED2000,D,-9,-9,-9,-9,-9,CGACX068,CGACX068,Concentration of gamma-hexachlorocyclohexane {lindane gamma-HCH CAS 58-89-9} per unit dry weight of sediment <2000um,Concentration,not specified,gamma-hexachlorocyclohexane,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002503,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,mercury,7439-97-6,CS,HG,mg/kg,SED2000,D,-9,-9,-9,-9,-9,CONHGS01,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,mercury,7439-97-6,CS,HG,ug/g,SED2000,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,mercury,7439-97-6,CS,HG,ug/kg,SED2000,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,mercury,7439-97-6,CS,HG,ug/kg,SED2000,W,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit wet weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S055,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,lithium,7439-93-2,CS,LI,g/g,SED2000,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,lithium,7439-93-2,CS,LI,mg/kg,SED2000,D,-9,-9,-9,-9,-9,LISEDBD1,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,lithium,7439-93-2,CS,LI,mg/kg,SED2000,W,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit wet weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S055,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,loss on ignition,-9,CS,LOIGN,-9,SED2000,D,-9,-9,-9,-9,-9,STOMLIBS,,,,not specified,not applicable,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,moisture content percent,-9,CS,MOCON%,%,SED2000,D,-9,-9,-9,-9,-9,MAJO0037,,,Proportion,not specified,not applicable,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600018,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,naphthalene,91-20-3,CS,NAP,ng/g,SED2000,D,-9,-9,-9,-9,-9,-9,NAPSEDBD,Concentration of naphthalene {CAS 91-20-3} per unit dry weight of sediment <2000um,Concentration,not specified,naphthalene,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002013,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,naphthalene,91-20-3,CS,NAP,ug/kg,SED2000,D,-9,-9,-9,-9,-9,-9,NAPSEDBD,Concentration of naphthalene {CAS 91-20-3} per unit dry weight of sediment <2000um,Concentration,not specified,naphthalene,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002013,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,naphthalene,91-20-3,CS,NAP,ug/kg,SED2000,W,-9,-9,-9,-9,-9,-9,IC000112,Concentration of naphthalene {CAS 91-20-3} per unit wet weight of sediment <2000um,Concentration,not specified,naphthalene,per unit wet weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002013,S055,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,organic nitrogen (N),-9,CS,NORG,%,SED2000,D,-9,-9,-9,-9,-9,-9,IC000155,Proportion of organic nitrogen {organic_N} per unit dry weight of sediment <2000um,Proportion,not specified,organic nitrogen,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600018,S0700006,CS002859,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,phenanthrene,85-01-8,CS,PA,ng/g,SED2000,D,-9,-9,-9,-9,-9,-9,PASEDBD1,Concentration of phenanthrene {CAS 85-01-8} per unit dry weight of sediment <2000um,Concentration,not specified,phenanthrene,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002601,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,phenanthrene,85-01-8,CS,PA,ug/kg,SED2000,D,-9,-9,-9,-9,-9,-9,PASEDBD1,Concentration of phenanthrene {CAS 85-01-8} per unit dry weight of sediment <2000um,Concentration,not specified,phenanthrene,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002601,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,phenanthrene,85-01-8,CS,PA,ug/kg,SED2000,W,-9,-9,-9,-9,-9,-9,IC000039,Concentration of phenanthrene {CAS 85-01-8} per unit wet weight of sediment <2000um,Concentration,not specified,phenanthrene,per unit wet weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002601,S055,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,lead,7439-92-1,CS,PB,ug/g,SED2000,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,lead,7439-92-1,CS,PB,ug/kg,SED2000,D,-9,-9,-9,-9,-9,CONPBS01,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,lead,7439-92-1,CS,PB,ug/kg,SED2000,W,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit wet weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S055,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,Tributyltin ion,36643-28-4,CS,TBSN+,ng/g,SED2000,D,-9,-9,-9,-9,-9,-9,CONTBTS1,Concentration of tributyltin cation {tributylstannylium TBT+ CAS 36643-28-4} per unit dry weight of sediment <2000um,Concentration,not specified,tributyltin cation,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002650,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,Tributyltin ion,36643-28-4,CS,TBSN+,ug/kg,SED2000,D,-9,-9,-9,-9,-9,-9,CONTBTS1,Concentration of tributyltin cation {tributylstannylium TBT+ CAS 36643-28-4} per unit dry weight of sediment <2000um,Concentration,not specified,tributyltin cation,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002650,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,tributyltin (TBT) - expressed as Sn-atom,GM,CS,TBTIN,gm/g,SED2000,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,tributyltin (TBT) - expressed as Sn-atom,GM,CS,TBTIN,mg/kg,SED2000,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,tributyltin (TBT) - expressed as Sn-atom,GM,CS,TBTIN,ug Sn/kg,SED2000,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,tributyltin (TBT) - expressed as Sn-atom,GM,CS,TBTIN,ug/kg,SED2000,D,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit dry weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S041,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
-9,tributyltin (TBT) - expressed as Sn-atom,GM,CS,TBTIN,ug/kg,SED2000,W,-9,-9,-9,-9,-9,-9,,,Concentration,not specified,manual mapping required,per unit wet weight of,sediment <2000um,not applicable,not specified,not specified,not specified,not specified,not specified,not specified,not specified,not specified,S0600045,S0700006,,S055,MAT00080,BE007736,S09133,S104,S1131,S1219,S1319,S1430,S152
